word,col
teritory,state
territory,state
province,state
prvnce,state
provnce,state
prvince,state
states,state
country,country
ctry,country
cntry,country
nation,country
ntion,country
ntn,country
countryoforigin,country
cntryoforigin,country
cntryoforign,country
cntryoforgin,country
countryoforign,country
cntryforgn,country
cntryforigin,country
cntryfrgn,country
origincountry,country
orgncntry,country
home,address
homeaddress,address
homeadd,address
office,address
offadd,address
officeaddress,address
officeadd,address
work,address
workadd,address
workaddress,address
doorno,address
doornumber,address
building,address
buildingname,address
area,address
locality,address
lcty,address
arena,address
st,address
street,address
streetname,address
addr,address
address,address
stnm,address
station,address
stn,address
landmark,address
lndmk,address
lndmrk,address
loc,address
rgn,address
religion,religion
rel,religion
rlgn,religion
community,religion
cmmunty,religion
comunity,religion
comunty,religion
sex,gender
gndr,gender
gender,gender
sexuality,gender
sx,gender
email,email
emailid,email
mailid,email
mail,email
eml,email
emil,email
emailaddress,email
faxnumber,fax_number
faxno,fax_number
faxnum,fax_number
fax,fax_number
memfax,fax_number
fax,fax_number
aadhaar,aadhar
aadhar,aadhar
uid,aadhar
uidai,aadhar
adr,aadhar
adar,aadhar
adrcrd,aadhar
adhrcard,aadhar
adhrcrd,aadhar
adrdtls,aadhar
adhardetails,aadhar
ipaddress,ip_address
ipaddr,ip_address
ipno,ip_address
ip,ip_address
ipaddrs,ip_address
macaddress,mac_address
macaddrs,mac_address
macaddr,mac_address
macid,mac_address
mac,mac_address
macdetails,mac_address
macadresse,mac_address
passport,passport
passportdetails,passport
passports,passport
passprtdetls,passport
passprtdetails,passport
passprtdetail,passport
passprtdtail,passport
passprtdt,passport
passptdtl,passport
pssprtdts,passport
pssprtdtl,passport
pssprtdtl,passport
traveldocument,passport
traveldocumnt,passport
traveldoc,passport
trvldoc,passport
trvldocumnt,passport
travdcumnt,passport
tldcument,passport
issuingauthority,passport
issuingauth,passport
issuedby,passport
nationalidentitycard,passport
ntnlidcrd,passport
ntnltyid,passport
ntnlid,passport
bloodgroup,blood_group
bldgrp,blood_group
bldgroup,blood_group
bloodtype,blood_group
bldtype,blood_group
bloodvariant,blood_group
bldvariant,blood_group
bldvrnt,blood_group
bldtyp,blood_group
blodgrp,blood_group
blodvrnt,blood_group
blodtyp,blood_group
blood,blood_group
age,age
exp,age
experience,age
yrsofexp,age
yearsfexp,age
yearsofexperience,age
yrsfexperience,age
yrsofexper,age
postalcode,postalcode
postcode,postalcode
pstalcode,postalcode
pstalcd,postalcode
pcode,postalcode
pincode,postalcode
pincde,postalcode
pncod,postalcode
pncd,postalcode
pscod,postalcode
pstlcod,postalcode
pstlcde,postalcode
pcode,postalcode
pincd,postalcode
zipcode,postalcode
zipcde,postalcode
zipcd,postalcode
zpcode,postalcode
zpcde,postalcode
zpcd,postalcode
ibannumber,iban 
ibanno,iban 
iban,iban
ibans,iban
bban,iban
bbannumber,iban
bbanno,bban
driverspermit,driver_license
driversprmit,driver_license
driverpermit,driver_license
driverprmt,driver_license
driverpmt,driver_license
drivrpermit,driver_license
drivspermt,driver_license
drivspmt,driver_license
drverspmt,driver_license
drverpermit,driver_license
drverpmt,driver_license
drpermit,driver_license
autopermit,driver_license
autoprmit,driver_license
autoprmt,driver_license
atoprmt,driver_license
atprmt,driver_license
dmv,driver_license
dls,driver_license
cdls,driver_license
cdl,driver_license
cds,driver_license
cls,driver_license
lic,driver_license
dln,driver_license
drivierid,driver_license
driveridcrd,driver_license
driverspermitnumber,driver_license
drvrpmtno,driver_license
drvrpermitnmbr,driver_license
drivernmbr,driver_license
drivinglicense,driver_license
driverslicensenumber,driver_license
dlno,driver_license
driverno,driver_license
dlnumber,driver_license
dlnum,driver_license
drlic,driver_license
dl,driver_license
dls,driver_license
driverlic,driver_license
drivlic,driver_license
dlnos,driver_license
licno,driver_license
license,driver_license
driver,driver_license
driving,driver_license
creditcardnumber,card_details
CusCCVISA,card_details
CusCCMaster,card_details
CreditCardno,card_details
creditcard,card_details
creditcrd,card_details
creditcd,card_details
credtcard,card_details
credtcrd,card_details
credtcd,card_details
credcard,card_details
credcrd,card_details
credcd,card_details
crditcard,card_details
crditcrd,card_details
crditcd,card_details
crdtcard,card_details
crdtcrd,card_details
crdtcd,card_details
crdcard,card_details
crdcad,card_details
crdcrd,card_details
crdcd,card_details
cdtcard,card_details
cdtcrd,card_details
cdcard,card_details
cdcrd,card_details
bankcard,card_details
bankcrd,card_details
bnkcard,card_details
bnkcrd,card_details
bnkcd,card_details
bkcard,card_details
bkcrd,card_details
ccn,card_details
checkcard,card_details
checkcrd,card_details
checkcd,card_details
chckcard,card_details
chckcrd,card_details
cccard,card_details
debitcard,card_details
debitcrd,card_details
debitcr,card_details
debtcard,card_details
debtcrd,card_details
dbitcard,card_details
dbitcrd,card_details
dbtcard,card_details
dbtcrd,card_details
dbcard,card_details
dbcrd,card_details
atmcard,card_details
atmcd,card_details
credt,card_details
ccard,card_details
cardnumber,card_details
cardnmber,card_details
cardnmbr,card_details
cardnmb,card_details
cardnmr,card_details
crdnumber,card_details
crdnumbr,card_details
crdnmber,card_details
crdnmbr,card_details
crnumber,card_details
crnumbr,card_details
crnmber,card_details
crnmbr,card_details
cdnmber,card_details
cdnmbr,card_details
affinitycard,card_details
affinitycrd,card_details
affintycard,card_details
affintycrd,card_details
affintycr,card_details
affntycard,card_details
affntycrd,card_details
affntcard,card_details
affntcrd,card_details
affncard,card_details
affycard,card_details
affycrd,card_details
affcard,card_details
affcrd,card_details
afintycard,card_details
afintycrd,card_details
afntycard,card_details
afntycrd,card_details
afntycr,card_details
afntycd,card_details
afncard,card_details
afncrd,card_details
afycard,card_details
afycrd,card_details
afcard,card_details
afcrd,card_details
carddetails,card_details
crddtls,card_details
crdetails,card_details
crdtls,card_details
visanumber,card_details
visanum,card_details
visacard,card_details
mastercard,card_details
mstrcrd,card_details
taxid,pan_card
taxi,pan_card
taxd,pan_card
tax,pan_card
txid,pan_card
tin,pan_card
itin,pan_card
taxfilenumber,pan_card
taxfilenumbr,pan_card
taxfilenmber,pan_card
taxfilenmbr,pan_card
txfilenumber,pan_card
txfilenumbe,pan_card
txfilenumbr,pan_card
txfilenum,pan_card
txfilenmber,pan_card
txfilenmbr,pan_card
taxnumbr,pan_card
taxnum,pan_card
taxnmber,pan_card
taxnmbr,pan_card
txnumbr,pan_card
txnum,pan_card
txnmber,pan_card
txnmbr,pan_card
taxidnumber,pan_card
taxidnumbr,pan_card
taxidnumb,pan_card
tidnumber,pan_card
pannumber,pan_card
pannumbr,pan_card
pannumb,pan_card
pannmber,pan_card
panumber,pan_card
pnnumber,pan_card
pnumber,pan_card
pnmr,pan_card
pancard,pan_card
pancrd,pan_card
pancd,pan_card
pncard,pan_card
pncrd,pan_card
pcard,pan_card
uniquetaxpayerreference,pan_card
unqtxpyr,pan_card
unqpyrref,pan_card
uniquetaxreference,pan_card
uniquetxref,pan_card
unqtaxreference,pan_card
unqtaxref,pan_card
phonenumber,mobile_number
phonenumbr,mobile_number
phnum,mobile_number
phonenos,mobile_number
phoneno,mobile_number
phonenmber,mobile_number
phonenmbr,mobile_number
phnumber,mobile_number
phno,mobile_number
phnmr,mobile_number
contactnumber,mobile_number
contactnumbr,mobile_number
contactnum,mobile_number
contactno,mobile_number
contactnmbr,mobile_number
contctnmber,mobile_number
cntactnumber,mobile_number
cntactnumbr,mobile_number
cntactnmber,mobile_number
cntactnmbr,mobile_number
cellnumber,mobile_number
cellnumbr,mobile_number
cellno,mobile_number
cellnmber,mobile_number
cellnmbr,mobile_number
telephonenumber,mobile_number
telephoneno,mobile_number
telephonenumbr,mobile_number
telephnno,mobile_number
telphonenumber,mobile_number
telphoneno,mobile_number
telphonenumbr,mobile_number
telphonenum,mobile_number
telphonenmber,mobile_number
telphonenmbr,mobile_number
telphonno,mobile_number
telphonnmber,mobile_number
telphonnmbr,mobile_number
telphnno,mobile_number
telphnnmbr,mobile_number
telphnnum,mobile_number
tlphnno,mobile_number
tlphnnumbr,mobile_number
landline,mobile_number
landlne,mobile_number
landln,mobile_number
ladlne,mobile_number
ladln,mobile_number
lndline,mobile_number
lndlin,mobile_number
lndlne,mobile_number
lndln,mobile_number
lnline,mobile_number
lnlin,mobile_number
lnlne,mobile_number
ldline,mobile_number
mobilenumber,mobile_number
mobilenumbr,mobile_number
mobilenmber,mobile_number
mobilenmbr,mobile_number
mobilenmb,mobile_number
mobilenm,mobile_number
mobileno,mobile_number
mobilnumber,mobile_number
moblnumber,mobile_number
moblnumbr,mobile_number
moblnumr,mobile_number
moblnum,mobile_number
moblnmber,mobile_number
mobnumber,mobile_number
mobnumbr,mobile_number
mobnmber,mobile_number
mobnmbr,mobile_number
mobnmer,mobile_number
mobnmr,mobile_number
mblno,mobile_number
mblnmbr,mobile_number
twitterid,twitter_id
twtrid,twitter_id
twitter,twitter_id
twid,twitter_id
linkedinid,linked_in
linkedin,linked_in
linkdnid,linked_in
lnkdin,linked_in
gstn,gst
gst,gst
gstid,gst
gstnumber,gst
gstno,gst
gstnumbr,gst
gstnmbr,gst
customerinformationfile,CIF_number
customerid,CIF_number
customeridentificationfile,CIF_number
cifnumber,CIF_number
custinfofilenumber,CIF_number
cinfofilenumber,CIF_number
custinfofnum,CIF_number
customerfilenumber,CIF_number
cfilenumber,CIF_number
cifnumber,CIF_number
cifn,CIF_number
cifnum,CIF_number
csc,CVV_Number
cvvnum,CVV_Number
cvvnumber:CVV_Number
cvc,CVV_Number
ccv,CVV_Number
cvv2,CVV_Number
cvv,CVV_Number
cv2,CVV_Number
scode,CVV_Number
securitycode,CVV_Number
scrtcd,CVV_Number
scrtcod,CVV_Number
scrtc,CVV_Number
scrtcode,CVV_Number
securcode,CVV_Number
securcd,CVV_Number
securcod,CVV_Number
securtycode,CVV_Number
securtycod,CVV_Number
securtycd,CVV_Number
securtycde,CVV_Number
securitycd,CVV_Number
securitycod,CVV_Number
scrcode,CVV_Number
scrcd,CVV_Number
scrcod,CVV_Number
scrcde,CVV_Number
secucode,CVV_Number
secucd,CVV_Number
secucod,CVV_Number
cardverificationcode,CVV_Number
cardverifycode,CVV_Number
cardverfcod,CVV_Number
sortcodes,SortCode
sortc,SortCode
sortcode,SortCode
sortcod,SortCode
scode,SortCode
scodes,SortCode
branchc,SortCode
branchcode,SortCode
branchcodes,SortCode
brnchcodes,SortCode
brnchcode,SortCode
brnchcds,SortCode
brnchcd,SortCode
socialsecurityno,SSN
socialsecuritynumber,SSN
socialsecuritycode,SSN
ssanumber,SSN
ssid,SSN
socialsecuritynum,SSN
socsecuritynumber,SSN
ssc,SSN
ssan,SSN
ssanum,SSN
ssano,SSN
sscodes,SSN
sscode,SSN
sscod,SSN
ssno,SSN
ssnum,SSN
ssn,SSN
ssecurenumber,SSN
sscrnum,SSN
sscrnumber,SSN
cvn,CVN
identity number,CVN
personal id,CVN
identity document,CVN
personnumber,CVN
prsnnum,CVN
prsonnum,CVN
prsnn,CVN
prsnlid,CVN
prsonalid,CVN
prsnalid,CVN
persnlid,CVN
iddoc,CVN
iddocuments,CVN
iddocs,CVN
idnumber,CVN
idtnum,CVN
idtn,CVN
idnumbers,CVN
ifsc,IFSC
ifscodes,IFSC
ifscod,IFSC
ifscode,IFSC
branchc,IFSC
branchcode,IFSC
branchcodes,IFSC
brnchcodes,IFSC
brnchcode,IFSC
brnchcds,IFSC
brnchcd,IFSC
indfinsyscodes,IFSC
indfscodes,IFSC
indfscode,IFSC
indfscods,IFSC
ifs,IFSC
biccode,swift_code
businessIdentifiercodes,swift_code
swiftcode,swift_code
bankidentificationcode,swift_code
bicc,swift_code
biccod,swift_code
biccd,swift_code
bidcode,swift_code
bankidcode,swift_code
bankidcodes,swift_code
busidcodes,swift_code
bnkidentifycode,swift_code
bnkidcode,swift_code
bnkidcodes,swift_code
swiftcodes,swift_code
swiftcods,swift_code
swiftc,swift_code
swift,swift_code
bankaccountnumber,bank_account_number
bnkaccnum,bank_account_number
bkacnum,bank_account_number
bnkacc,bank_account_number
bkacno,bank_account_number
bkacntno,bank_account_number
bankaccount,bank_account_number
accountnumber,bank_account_number
accnumber,bank_account_number
acno,bank_account_number
accnum,bank_account_number
acnmbr,bank_account_number
correspondentbank,bank_account_number
crspndntbnk,bank_account_number
correspondingbank,bank_account_number
corrbank,bank_account_number
bankinginformation,bank_account_number
bnknginfo,bank_account_number
bnkinfo,bank_account_number
bankdetails,bank_account_number
bnkdtls,bank_account_number
checkingaccountnumber,bank_account_number
chckngacc,bank_account_number
checkingacc,bank_account_number
checkingacccount,bank_account_number
savingsaccountnumber,bank_account_number
svngsaccnum,bank_account_number
savingsacc,bank_account_number
debitaccountnumber,bank_account_number
dbtaccntnum,bank_account_number
dbtacc,bank_account_number
